difficulty,14356403565179,14395517018349.8,14368955810768.6,14442713267201.1,14335847092423.9,13960325034270.1,13712696470931.4,13593579989073.3
sent_addresses,352502.214532371,371808.235552967,384253.448579257,381032.407998732,364850.954402687,345032.014614776,326848.925359097,350259.977976359
send_usd,9825068691.15654,10417798737.0212,11487041352.2639,12403909495.8797,12846772171.3412,11391333985.0511,9839072996.09024,10330429478.9897
market_cap,621141715967.679,619408797696.547,619054307832.453,608176677332.569,597344200833.723,596545054482.121,600307383707.534,600875228344.826
confirmation_time,11.0357538527164,11.1218548286311,10.0642463843868,10.1555671751357,10.450623911631,10.6046598147437,11.3580775511779,10.4716470537571
transactions,184363.259147244,193131.710497141,202721.131517662,201688.954020181,192606.125345948,183033.413753843,171547.105595981,185732.826893274
median_transaction_size,1.40627771101188,1.7733271131394,1.80530981095388,1.70256544117277,1.59160101832948,1.44712007706857,1.45734482765083,1.54232905307727
mining_profitability,0.288037615798712,0.282868301443574,0.29315642731303,0.277025387756325,0.274795656970382,0.280493408638699,0.276113081170891,0.290860115104447
fee_reward,3.24938776851575,3.94573600131146,3.98125578824487,3.783754745679,3.45398662133363,3.05306894374903,2.96423917724237,3.29608265808456
top_100_percent,15.1779541638609,15.055651287864,14.9592138896646,14.8694810039111,14.7713794201556,14.6884744931283,14.6092955615496,14.5269553015439
median_transaction_value,702.360669244045,755.955308011842,715.791951564313,686.038020056275,680.301575444521,639.869136955381,666.339172718148,680.698316346028
av_transaction_value,364153.724891214,331217.162623217,319962.747132182,359843.307458761,374842.027301109,353539.695923085,348204.851598462,333712.856484055
block_size,622099.384257501,628182.168149359,615621.51120546,625260.420931481,610120.90032713,601807.714343998,604307.676631043,611335.263879225
hashrate,94869295161223512064,94698990566024790016,95401282857767714816,96765997774512504832,96221089474988785664,93299634170747682816,90247472592664657920,88153036517766365184
active_addresses,647443.030647971,658500.901813994,669109.560943978,671390.042347236,654598.260333737,630780.66226962,614145.554353843,635562.363095775
google_trends,89.9052448302325,94.2850402924954,87.4458951113745,83.3833552483932,84.8977031047774,80.2773245534229,80.3185706233859,83.6640169092601
tweets,82630.8284740953,85941.4545740435,85548.8104763482,84398.8487654387,86787.3283794803,80163.0553344483,77629.4240587987,82491.873548326
price,33122.5478805973,33030.8882813425,33012.3316980564,32432.2395136228,31854.4199621548,31811.6136781298,32012.3047646434,32042.720454295
