mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough
3444499785151.05,3.93319052332885e+25,32.1557892841363,4569,0.859134378044087,4564,0.205497692454386,4561,0.999422064119912,9.92265154389631,0.243180998871893,0.0591389663416056,-0.339045902166888,0.14308972580683,0.995015161427049,0.997017749972443,3,0.122702786756397,3310,0.999752651409017,0.173992313970361,0.999954177318763,2.76285578022944e-05,0.067710254428927,1.01094602055946,0.063430096420893,0.320162765099821,-0.000364518933209693,0.999533535085673,25.3504716217215,-0.497343260515475,1,7,0.999863851127967,2.09174085640569e-13,50.7859024069942,39.2098002725964,0.0342861978223183,0.0536710175128606,7.7715611723761e-16,6,3
210395.727650265,36092877266.2056,4.66867658692392,3302,0.650653665671403,3268,0.283066373801558,3283,0.984389202594859,9.47769192153973,-0.109439967604867,0.589052541806927,-0.417633377523157,0.558078158060792,0.986869970033826,0.875608426553904,65,0.173531370617782,1551,0.214176531565511,0.000100000893130225,0.999859983208964,0.00130030875400952,0.455129801025856,1.1400583468671,0.44067830739807,0.59077216284842,0.37167178766318,0.980817056820082,39.0584153513937,-22.2126377313436,1,7,0.975868893815026,2.52832365046688e-10,65.4723910872658,6.7788662080254,0.37926054372084,0.804685591701456,0.0619190943351791,5,2
3852262593.96634,57230534526901100544,468.150124122888,3975,4.41961948807311,3970,8.36984546547884,3968,0.936217877502215,7.62480849666532,-0.170373033043105,0.172329827051444,-0.513997274800921,0.362389040443491,0.885088191036893,0.69700913212904,113,0.521102939321646,2016,0.660929282722438,0.000100000171441276,0.999564334017167,0.243174731406303,0.654197979795554,0.968617853090781,0.209764470883367,0.601219488635272,0.155965632789752,0.906566294046772,13.6500131152368,-145.753611264874,1,7,0.883822406830188,6.04409650403155e-08,35.7133185146742,19.7885622486622,0.462987772868871,0.311355547348383,0.00282417713913652,6,4
91659163644.4637,3.65934641116687e+22,34.8117151384162,3958,1.2141256638844,3957,0.157536138637874,3951,0.998255075291948,9.77456944957239,0.145746945475138,0.0548085707279188,-0.436058488155784,0.23481369279161,0.985426116499843,0.994048142914887,19,0.338297858981007,2666,0.999899823587944,0.110530042730482,0.999954177318763,0.000233382180929282,0.0995494213177965,1.00555285541579,0.0382212255942403,0.430196307272596,-0.0363937634807529,0.994412122801379,14.8497029252811,-1.58764838229214,1,7,0.997943031198842,1.99862651015253e-11,39.7516925661088,30.5131527148775,0.646929067120953,0.602227738694038,0,1,4
10.4342426229508,69.7504377469788,1241.16383691638,233,10.473864136895,228,235.97062824303,190,0.494911479314882,1.18418617125525,-0.414188431432828,0.192705723007534,-0.625293753379735,0.420163948200357,0.27722406691247,0.0139241086578295,1426,0.878916459133415,4245,0.233498233406698,0.00188469576030782,0.832886484441816,90.4462718594957,2.73693354717126,0.353528133475139,0.294672372364516,0.862753198070737,0.0253677098604765,0.486691940171461,2.5490194463812,-3598.08481108115,1,7,0.612259786785441,4.2780193622329e-06,-7.72035811440583,12.3983701548977,0.186491843588793,0.119082748732808,0,6,2
143455.67629047,16201486920.9637,4.59878354308174,3730,0.794124161480338,3265,0.259538701160352,3729,0.98474922306002,9.5110949999347,-0.209415005359544,0.286947420754692,-0.506728559381978,0.362111149374457,0.98315301689154,0.830887441772211,67,0.168681574388571,1248,0.270904568669727,0.000100003550435635,0.999859983208964,0.001007285137894,0.565594286804839,1.14472257442759,0.346728353257184,0.648235541609972,0.268874155967174,0.982526667541566,38.5784136496461,-20.4453293030823,1,7,0.979559067173131,1.62320186398345e-10,63.7749395630765,2.87119160723421,0.310265235797779,0.393502177472001,0.0874350400444626,1,6
1.03799987479627,8.43914969325178,776.502414242282,2434,4.81894644891541,3655,6.78159782332572,2439,0.977884217811999,7.9221007252547,0.0427471634643688,0.0799960053829445,-0.454446376348064,0.301790869043048,0.864653506862253,0.897895939918635,53,0.593929856532835,2322,0.999719999134895,0.000100035978535477,0.999913464864144,0.0909393416367325,0.0935982281536018,0.961146603596603,0.0290776307391595,0.441426379071831,-0.0198118686306256,0.956337574412566,6.12352050984156,-79.1580709229093,1,7,0.965478649981007,9.55854730592559e-09,23.2832313016307,11.5451530623055,0.473563578246912,0.272080155838109,3.66618281496534e-05,1,4
5939.26335811987,746321180.179072,717.066314045481,115,4.48264566975212,8,14.1984417434383,7,0.971647574085303,6.88281508896053,0.0156705222012998,0.154733969746479,-0.39382408336527,0.267091928563892,0.774227597662284,0.974865248863075,53,0.574338970303629,3693,0.999881071757646,0.000100005946452954,0.999913464864144,0.543038104856504,0.263758873518826,1.01386749764632,0.0378356452293454,0.174581064281232,-0.0726158398854836,0.957862995825658,5.25100743954375,-70.3466797884401,1,7,0.989604134885941,2.13348258321924e-09,-21.7701645204508,23.7768179536666,0.116472117900238,0.0809462889204176,0,2,3
3.18394899732764,25.6695984058298,155.393929372799,3932,2.82013948248677,2712,4.06838095720326,2709,0.970358519997586,7.99736740914146,0.033985624298648,0.183708229651333,-0.38070568207123,0.263250109017563,0.886587789535978,0.87145978242596,273,0.562183892016348,1138,0.999899531123799,0.000100005507385029,0.999859983208964,0.0737015731761166,0.0873920910536072,0.997257966983587,0.0972912172404357,0.473222001598173,-0.0273376579359774,0.943301260189765,11.1021387794736,-85.6887913717276,1,7,0.931524547140715,8.70334067820863e-09,31.942623807643,2.8827209337728,0.581927719156189,0.467766093579081,0.0138982704859097,6,4
18.8501984699454,35.4194943117158,389.87061665772,12,6.70028877714238,7,36.9381085861416,7,0.972220756980697,8.26414893596048,0.520109694440014,0.39344241229284,-0.259457793212902,0.0851577712525383,0.892721400019273,0.997569704231376,47,0.615538617702946,2536,0.522038150324029,0.115788094959401,0.999913464864144,2.09597065128957,4.5576333527947,1.08480842696508,0.271443742415029,0.163088954645436,0.091466145320746,0.952439914427483,6.13382397882202,-200.833377029973,1,7,0.996629408229927,1.39933495011854e-09,-15.9630105457624,-29.4401950112389,0.125724235505033,0.0383451502651017,4.35640617595379e-05,6,3
271.458154946531,177262.473581765,262.583205264032,2743,4.21895040706132,2707,7.73417424139957,2706,0.9457857440728,7.84871189201429,-0.161738662839363,0.213718127457657,-0.523696419842806,0.32643784899715,0.901265925410964,0.753171455669541,215,0.600748367566421,1266,0.710035317689414,0.000100022257823356,0.999773448073108,0.580948844116058,0.854363288721782,1.03187086602024,0.200632492763668,0.601825716391133,0.127256911162683,0.914991452582242,9.3998806927111,-126.554670452273,1,7,0.905844363869951,7.93517145862711e-08,30.1982402516757,7.087558390447,0.46019370678498,0.514059795303428,0.0257978252598621,6,4
31538.1830611762,4866358912.1227,600.980397118917,3975,3.04516931077241,3970,19.0508760962074,3329,0.951484618381509,8.09919717121841,-0.144126158559752,0.100398579447479,-0.458427998733335,0.253482584561245,0.893362135092115,0.664716767114982,177,0.39967498763721,2017,0.597625004807998,0.000100032026743475,0.999611623945982,0.586397906446509,1.49699550674396,1.01721150958434,0.163316537381035,0.613092874136966,0.11796784998894,0.928913122939205,12.4425861573269,-84.7650090352452,1,7,0.867749263701163,3.93280170604649e-07,35.379237760994,26.9989378138433,0.605030160968387,0.744273645137817,0.000448233749458904,1,4
